Fluor [MHz]	Viz [MHz]	Aram [A]
7.2265		7.6805		2.22
5.579		5.927		1.60
5.145		5.472		1.43
6.794		7.2185		2.07
5.690		6.056		1.70
7.693		8.177		2.38
